detection_id,image_id,file_name,timestamp,bbox,category,confidence,is_military,zone_id,zone_name,risk_level
DET-044-00129,IMG-044,satellite_044.jpg,2026-03-31T04:23:18Z,"0.18281788358366297,0.18014542978473458,0.1565062525636734,0.20711162511944609",Croiseur,0.78,True,ZONE-006,Port de Rotterdam,Low
DET-044-00130,IMG-044,satellite_044.jpg,2026-03-31T04:23:18Z,"0.40334593793913137,0.6837540022635707,0.1263831833079486,0.12372605289402235",Bâtiment de débarquement,0.74,False,ZONE-006,Port de Rotterdam,Low
DET-046-00131,IMG-046,satellite_046.jpg,2026-03-21T01:52:38Z,"0.5380520436590089,0.6229409546340196,0.29579642785380394,0.11559196500260188",Porte-avions,0.76,True,ZONE-006,Port de Rotterdam,Low
DET-046-00132,IMG-046,satellite_046.jpg,2026-03-21T01:52:38Z,"0.4038995097674414,0.6935097335765339,0.2217577984282623,0.03401462794111944",Navire civil,0.94,False,ZONE-006,Port de Rotterdam,Low
DET-047-00133,IMG-047,satellite_047.jpg,2026-01-29T17:19:53Z,"0.24109895900114175,0.22069434811173327,0.20801047699149744,0.17221320062344309",Navire civil,0.75,False,ZONE-003,Port de Shanghai,Medium
DET-048-00134,IMG-048,satellite_048.jpg,2026-03-09T00:27:29Z,"0.4677079270446455,0.09195611868191725,0.17486131105388825,0.297984745266856",Corvette,1.0,True,ZONE-006,Port de Rotterdam,Low
DET-049-00135,IMG-049,satellite_049.jpg,2026-04-10T18:36:32Z,"0.44862120044875353,0.5613941074246699,0.040115373748133204,0.10737225114457208",Destroyer,0.79,True,ZONE-012,Détroit d'Ormuz,Critical
DET-049-00136,IMG-049,satellite_049.jpg,2026-04-10T18:36:32Z,"0.203954364621882,0.4824674997058284,0.03777740485307332,0.11634747415640136",Croiseur,0.82,True,ZONE-012,Détroit d'Ormuz,Critical
DET-049-00137,IMG-049,satellite_049.jpg,2026-04-10T18:36:32Z,"0.22879254886312764,0.7669115900825608,0.08459007695659401,0.029299890220392637",Pétrolier,0.88,False,ZONE-012,Détroit d'Ormuz,Critical
DET-050-00138,IMG-050,satellite_050.jpg,2026-03-07T18:56:42Z,"0.40232605539639305,0.3699573556782915,0.10620851639930266,0.04481123588556532",Navire de guerre,0.83,True,ZONE-014,Port de Singapour,Low
DET-050-00139,IMG-050,satellite_050.jpg,2026-03-07T18:56:42Z,"0.4616976278025335,0.04810354547931635,0.26749471602706865,0.29868852342483926",Croiseur,0.71,True,ZONE-014,Port de Singapour,Low
DET-050-00140,IMG-050,satellite_050.jpg,2026-03-07T18:56:42Z,"0.7222403361962936,0.35413540067116334,0.10849981609932129,0.19623272024277497",Chalutier,0.92,False,ZONE-014,Port de Singapour,Low
DET-050-00141,IMG-050,satellite_050.jpg,2026-03-07T18:56:42Z,"0.5525390155570772,0.6601042354849485,0.11299064590663402,0.2030191898719918",Sous-marin,0.96,True,ZONE-014,Port de Singapour,Low
DET-050-00142,IMG-050,satellite_050.jpg,2026-03-07T18:56:42Z,"0.24550067626268907,0.3112505903786378,0.1587176455853026,0.06779261175752832",Bâtiment de débarquement,0.78,False,ZONE-014,Port de Singapour,Low
DET-051-00143,IMG-051,satellite_051.jpg,2026-08-14T06:24:32Z,"0.5536818822471876,0.3944423107000374,0.26129810638969436,0.10605490516907928",Frégate,0.98,True,ZONE-004,Détroit de Malacca,Critical
DET-052-00144,IMG-052,satellite_052.jpg,2026-02-17T10:50:44Z,"0.4690141741173817,0.4256619506304519,0.026143810886778023,0.07673599109969965",Porte-avions,0.91,True,ZONE-002,Base navale de Norfolk,High
DET-052-00145,IMG-052,satellite_052.jpg,2026-02-17T10:50:44Z,"0.1179747746482942,0.17541878555507637,0.16311522961341715,0.25990127495885296",Corvette,0.98,True,ZONE-002,Base navale de Norfolk,High
DET-052-00146,IMG-052,satellite_052.jpg,2026-02-17T10:50:44Z,"0.34087068312659136,0.3058040302181877,0.26209903126506967,0.11740242695864288",Bâtiment de débarquement,0.98,False,ZONE-002,Base navale de Norfolk,High
DET-052-00147,IMG-052,satellite_052.jpg,2026-02-17T10:50:44Z,"0.12580311538416772,0.13073650357059075,0.23825895987494944,0.17327878708430172",Navire de guerre,0.85,True,ZONE-002,Base navale de Norfolk,High
DET-052-00148,IMG-052,satellite_052.jpg,2026-02-17T10:50:44Z,"0.7681348547582588,0.018182723001084523,0.17688898244098775,0.237094477278688",Chalutier,0.75,False,ZONE-002,Base navale de Norfolk,High
DET-053-00149,IMG-053,satellite_053.jpg,2026-05-30T12:04:38Z,"0.1313137801850485,0.7385090128452011,0.08887401699920724,0.06087510563824662",Sous-marin,0.86,True,ZONE-010,Canal de Suez,Medium
DET-054-00150,IMG-054,satellite_054.jpg,2026-01-06T11:03:09Z,"0.3398516679385469,0.7863393994568803,0.10484281237478499,0.21519071708349907",Sous-marin,0.82,True,ZONE-015,Mer Baltique,Medium
DET-054-00151,IMG-054,satellite_054.jpg,2026-01-06T11:03:09Z,"0.19224125909716225,0.6832688149830758,0.22293623247242345,0.10338779011423971",Navire civil,0.75,False,ZONE-015,Mer Baltique,Medium
DET-054-00152,IMG-054,satellite_054.jpg,2026-01-06T11:03:09Z,"0.7216011697799166,0.38660563867083886,0.18066924251345404,0.06998580442225212",Frégate,0.91,True,ZONE-015,Mer Baltique,Medium
DET-055-00153,IMG-055,satellite_055.jpg,2026-12-17T13:07:30Z,"0.7295771285073845,0.4036922711409169,0.19084218091441457,0.17734657448084576",Navire civil,0.74,False,ZONE-004,Détroit de Malacca,Critical
DET-055-00154,IMG-055,satellite_055.jpg,2026-12-17T13:07:30Z,"0.6069176729913042,0.5233590713081073,0.2544619381737467,0.16019211081291884",Navire de soutien,0.71,False,ZONE-004,Détroit de Malacca,Critical
DET-055-00155,IMG-055,satellite_055.jpg,2026-12-17T13:07:30Z,"0.35320406765581414,0.00496849374844981,0.03600246735428925,0.16534004506601335",Porte-avions,0.98,True,ZONE-004,Détroit de Malacca,Critical
DET-055-00156,IMG-055,satellite_055.jpg,2026-12-17T13:07:30Z,"0.01995624914398482,0.5150819764429005,0.1787092030642219,0.05602942196157225",Sous-marin,0.93,True,ZONE-004,Détroit de Malacca,Critical
DET-056-00157,IMG-056,satellite_056.jpg,2026-01-27T02:47:12Z,"0.18533818346852451,0.7873763579147717,0.05506466230305071,0.023816929212098107",Chalutier,0.91,False,ZONE-015,Mer Baltique,Medium
DET-058-00158,IMG-058,satellite_058.jpg,2026-05-23T19:07:48Z,"0.07844952462079276,0.21215844636785466,0.12749267156020927,0.10192713818616046",Cargo,0.81,False,ZONE-003,Port de Shanghai,Medium
DET-058-00159,IMG-058,satellite_058.jpg,2026-05-23T19:07:48Z,"0.7316242107089259,0.7531530073313393,0.03198787352013434,0.054313317480417095",Frégate,0.83,True,ZONE-003,Port de Shanghai,Medium
DET-059-00160,IMG-059,satellite_059.jpg,2026-06-15T01:01:51Z,"0.7426139185927384,0.43578182757112477,0.22944236488249226,0.2771968110236645",Cargo,0.94,False,ZONE-011,Port de Busan,Medium
DET-059-00161,IMG-059,satellite_059.jpg,2026-06-15T01:01:51Z,"0.6387945400074656,0.061346258251283196,0.28406442174593904,0.26015663863427085",Croiseur,0.85,True,ZONE-011,Port de Busan,Medium
DET-060-00162,IMG-060,satellite_060.jpg,2026-05-21T03:35:09Z,"0.7384446236807054,0.02844296831050528,0.08011820384341872,0.17343608180742798",Navire civil,0.99,False,ZONE-009,Base navale de Yokosuka,High
DET-062-00163,IMG-062,satellite_062.jpg,2026-11-23T04:44:28Z,"0.7834422216605694,0.2658813236441559,0.18011315040690606,0.2323300503113541",Sous-marin,0.76,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-062-00164,IMG-062,satellite_062.jpg,2026-11-23T04:44:28Z,"0.18234599258993456,0.124149995029667,0.1458967017210178,0.14810388102535943",Navire de guerre,0.86,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-062-00165,IMG-062,satellite_062.jpg,2026-11-23T04:44:28Z,"0.5018297396772777,0.38675926405890426,0.23399868681767724,0.09945887617471871",Frégate,0.78,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-062-00166,IMG-062,satellite_062.jpg,2026-11-23T04:44:28Z,"0.2677371747634818,0.42072862383931897,0.07990600598117746,0.05592213786124675",Navire civil,0.88,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-062-00167,IMG-062,satellite_062.jpg,2026-11-23T04:44:28Z,"0.080098122294734,0.25173457336538924,0.15979590755732034,0.020394662887209786",Croiseur,0.87,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-063-00168,IMG-063,satellite_063.jpg,2026-06-16T18:23:46Z,"0.7212249131550832,0.5645889065473265,0.2438720411705924,0.08622207152418468",Cargo,0.76,False,ZONE-005,Base navale de Rota,High
DET-063-00169,IMG-063,satellite_063.jpg,2026-06-16T18:23:46Z,"0.3673913998247198,0.12576936144059767,0.20278619038033702,0.24250306761067558",Corvette,0.93,True,ZONE-005,Base navale de Rota,High
DET-063-00170,IMG-063,satellite_063.jpg,2026-06-16T18:23:46Z,"0.293966182568635,0.5268943251703789,0.18899129638482154,0.12227398503001088",Frégate,0.96,True,ZONE-005,Base navale de Rota,High
DET-063-00171,IMG-063,satellite_063.jpg,2026-06-16T18:23:46Z,"0.6345477944522582,0.21348329057477092,0.19418924474471452,0.20196034497266668",Sous-marin,0.81,True,ZONE-005,Base navale de Rota,High
DET-064-00172,IMG-064,satellite_064.jpg,2026-03-12T14:37:19Z,"0.3805046230936525,0.27558401057058424,0.29219092176456496,0.14042283828159607",Navire de soutien,0.7,False,ZONE-005,Base navale de Rota,High
DET-064-00173,IMG-064,satellite_064.jpg,2026-03-12T14:37:19Z,"0.08331880082114936,0.02318665499229793,0.08407819476737194,0.2736915841498575",Corvette,0.75,True,ZONE-005,Base navale de Rota,High
DET-064-00174,IMG-064,satellite_064.jpg,2026-03-12T14:37:19Z,"0.4823717108836758,0.4417402449581415,0.08819633820549373,0.1290342876052861",Cargo,0.92,False,ZONE-005,Base navale de Rota,High
DET-064-00175,IMG-064,satellite_064.jpg,2026-03-12T14:37:19Z,"0.7826073172590303,0.5493455328516026,0.17180427215853325,0.2866135563637385",Bâtiment de débarquement,0.71,False,ZONE-005,Base navale de Rota,High
DET-065-00176,IMG-065,satellite_065.jpg,2026-02-20T20:07:34Z,"0.2241821457928965,0.6770467074072856,0.2005383997688888,0.26316106520081134",Bâtiment de débarquement,0.76,False,ZONE-015,Mer Baltique,Medium
DET-065-00177,IMG-065,satellite_065.jpg,2026-02-20T20:07:34Z,"0.5478299485221089,0.6843560681703954,0.26636929845263885,0.06794866735838906",Frégate,0.8,True,ZONE-015,Mer Baltique,Medium
DET-065-00178,IMG-065,satellite_065.jpg,2026-02-20T20:07:34Z,"0.27871027478403443,0.22421178898576619,0.11411230393905444,0.06559874600178961",Cargo,0.83,False,ZONE-015,Mer Baltique,Medium
DET-065-00179,IMG-065,satellite_065.jpg,2026-02-20T20:07:34Z,"0.4639192520829741,0.5614584774502432,0.040971844570288886,0.09071993011741475",Navire de guerre,0.88,True,ZONE-015,Mer Baltique,Medium
DET-067-00180,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,"0.39077223725352295,0.25145840646731843,0.2761631391664292,0.16386987833523228",Destroyer,0.73,True,ZONE-001,Port militaire de Toulon,High
DET-067-00181,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,"0.7702076668106654,0.5660908404061836,0.144032111544877,0.24206421890907245",Pétrolier,0.89,False,ZONE-001,Port militaire de Toulon,High
DET-067-00182,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,"0.5461343851518093,0.5809321295600124,0.2878815628479139,0.11397835973279102",Sous-marin,0.92,True,ZONE-001,Port militaire de Toulon,High
DET-067-00183,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,"0.6133777456754843,0.026855078692667168,0.29655088766744847,0.2287875717351703",Navire de guerre,0.97,True,ZONE-001,Port militaire de Toulon,High
DET-067-00184,IMG-067,satellite_067.jpg,2026-10-11T21:36:25Z,"0.002722648564658581,0.5922517839448734,0.16489844717717117,0.10207053139601573",Frégate,0.76,True,ZONE-001,Port militaire de Toulon,High
DET-068-00185,IMG-068,satellite_068.jpg,2026-09-16T18:36:40Z,"0.5927743033598024,0.5633461006272902,0.11149172242686624,0.20157628471889166",Navire civil,0.86,False,ZONE-009,Base navale de Yokosuka,High
DET-069-00186,IMG-069,satellite_069.jpg,2026-04-18T17:08:26Z,"0.23142999576821685,0.1802475556863355,0.2636653219191574,0.1629758609466999",Chalutier,0.8,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-069-00187,IMG-069,satellite_069.jpg,2026-04-18T17:08:26Z,"0.36545786074096676,0.12007060004905963,0.17425496610202124,0.026857305218512352",Navire civil,0.9,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-069-00188,IMG-069,satellite_069.jpg,2026-04-18T17:08:26Z,"0.5345043498400103,0.3733557166164279,0.20318872957960238,0.04157277493181512",Navire de soutien,0.99,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-069-00189,IMG-069,satellite_069.jpg,2026-04-18T17:08:26Z,"0.17619716775696032,0.09105018219148749,0.11671306859073968,0.15554288464417426",Porte-avions,0.89,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-070-00190,IMG-070,satellite_070.jpg,2026-10-08T12:35:10Z,"0.3370364814651254,0.4338078266533149,0.025100436631307878,0.17991232809565363",Navire de guerre,0.91,True,ZONE-006,Port de Rotterdam,Low
DET-070-00191,IMG-070,satellite_070.jpg,2026-10-08T12:35:10Z,"0.35791156419089437,0.030481146533064597,0.26963197812680145,0.23738752204792443",Destroyer,0.81,True,ZONE-006,Port de Rotterdam,Low
DET-070-00192,IMG-070,satellite_070.jpg,2026-10-08T12:35:10Z,"0.5821975427633271,0.10470957525421715,0.04140709674762483,0.13170064038015813",Chalutier,0.95,False,ZONE-006,Port de Rotterdam,Low
DET-070-00193,IMG-070,satellite_070.jpg,2026-10-08T12:35:10Z,"0.723673278123738,0.7160937693222476,0.21183037289889867,0.1555477636344295",Navire de soutien,0.8,False,ZONE-006,Port de Rotterdam,Low
DET-070-00194,IMG-070,satellite_070.jpg,2026-10-08T12:35:10Z,"0.058621132813479276,0.11362420868751749,0.20290069357559587,0.04588436143209333",Cargo,0.91,False,ZONE-006,Port de Rotterdam,Low
DET-073-00195,IMG-073,satellite_073.jpg,2026-06-29T00:59:57Z,"0.38365076842785983,0.4237092925898934,0.23106265007204194,0.2398354433985384",Navire civil,0.95,False,ZONE-001,Port militaire de Toulon,High
DET-073-00196,IMG-073,satellite_073.jpg,2026-06-29T00:59:57Z,"0.0033668467355748356,0.6991743383988887,0.24842202197338947,0.021101603770710953",Navire de soutien,0.84,False,ZONE-001,Port militaire de Toulon,High
DET-073-00197,IMG-073,satellite_073.jpg,2026-06-29T00:59:57Z,"0.20878914855684905,0.7987281941869028,0.22081375662974628,0.1413696932200333",Sous-marin,0.98,True,ZONE-001,Port militaire de Toulon,High
DET-073-00198,IMG-073,satellite_073.jpg,2026-06-29T00:59:57Z,"0.496493573114793,0.6323439849485565,0.05595307761698895,0.24142294680040527",Destroyer,0.75,True,ZONE-001,Port militaire de Toulon,High
DET-073-00199,IMG-073,satellite_073.jpg,2026-06-29T00:59:57Z,"0.5905560074904572,0.20052303695315876,0.2354627861170886,0.2707679080462052",Navire de guerre,0.77,True,ZONE-001,Port militaire de Toulon,High
DET-075-00200,IMG-075,satellite_075.jpg,2026-05-24T17:20:02Z,"0.7372346965331997,0.11026612816784134,0.257701354624402,0.2848300497476859",Frégate,0.9,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-077-00201,IMG-077,satellite_077.jpg,2026-11-19T19:07:51Z,"0.20288779907512994,0.4841064886328031,0.18913521756928317,0.26380727923820146",Frégate,0.77,True,ZONE-006,Port de Rotterdam,Low
DET-078-00202,IMG-078,satellite_078.jpg,2026-04-30T04:31:41Z,"0.625613344416472,0.15106464222922247,0.14860376978157167,0.15336685202127248",Croiseur,0.88,True,ZONE-014,Port de Singapour,Low
DET-078-00203,IMG-078,satellite_078.jpg,2026-04-30T04:31:41Z,"0.02224302843686612,0.23783000556389258,0.11113649573143823,0.027210532925129483",Sous-marin,0.75,True,ZONE-014,Port de Singapour,Low
DET-079-00204,IMG-079,satellite_079.jpg,2026-05-17T15:07:23Z,"0.4375590223739891,0.23037475973026453,0.09224816508832034,0.253908742577701",Navire civil,0.91,False,ZONE-008,Golfe Persique,Critical
DET-080-00205,IMG-080,satellite_080.jpg,2026-05-10T18:25:00Z,"0.6892512753993596,0.6822881526185132,0.21382928115792887,0.2968897972038414",Sous-marin,0.81,True,ZONE-004,Détroit de Malacca,Critical
DET-080-00206,IMG-080,satellite_080.jpg,2026-05-10T18:25:00Z,"0.22991543511052168,0.40903934227292793,0.20716399909774036,0.18553609374320812",Navire de guerre,0.84,True,ZONE-004,Détroit de Malacca,Critical
DET-081-00207,IMG-081,satellite_081.jpg,2026-02-18T19:25:38Z,"0.7014205784380457,0.7930468616691804,0.11573945671784762,0.19745450489432334",Bâtiment de débarquement,0.86,False,ZONE-013,Base navale de Pearl Harbor,High
DET-083-00208,IMG-083,satellite_083.jpg,2026-04-16T20:48:47Z,"0.585742952377722,0.09401741911592093,0.03109524442200889,0.19824918063187233",Destroyer,0.82,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-083-00209,IMG-083,satellite_083.jpg,2026-04-16T20:48:47Z,"0.3391194543831979,0.7338718874640787,0.19457626097348718,0.1232055928333741",Croiseur,0.83,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-083-00210,IMG-083,satellite_083.jpg,2026-04-16T20:48:47Z,"0.42181894460345887,0.5040554651665822,0.2645610933445882,0.045220513256319345",Pétrolier,0.98,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-083-00211,IMG-083,satellite_083.jpg,2026-04-16T20:48:47Z,"0.4865917385255573,0.37286506647336054,0.07040149483165731,0.23455950687330712",Bâtiment de débarquement,0.95,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-084-00212,IMG-084,satellite_084.jpg,2026-12-10T05:15:09Z,"0.5630425963760133,0.6059369759733428,0.1356065159199491,0.25945300852578196",Navire de guerre,0.88,True,ZONE-009,Base navale de Yokosuka,High
DET-084-00213,IMG-084,satellite_084.jpg,2026-12-10T05:15:09Z,"0.12807591130087365,0.39257797195330063,0.15607656899407985,0.2160947923335807",Bâtiment de débarquement,0.87,False,ZONE-009,Base navale de Yokosuka,High
DET-085-00214,IMG-085,satellite_085.jpg,2026-05-05T06:59:15Z,"0.6181083391142486,0.6409672884201422,0.2526191175933068,0.1542236766832457",Corvette,0.9,True,ZONE-013,Base navale de Pearl Harbor,High
DET-085-00215,IMG-085,satellite_085.jpg,2026-05-05T06:59:15Z,"0.48840774803421844,0.24260357598253368,0.12446935820787106,0.1412922108459593",Bâtiment de débarquement,0.84,False,ZONE-013,Base navale de Pearl Harbor,High
DET-085-00216,IMG-085,satellite_085.jpg,2026-05-05T06:59:15Z,"0.2678929491858799,0.6452259856329549,0.06418839608805971,0.13582306242537515",Cargo,0.77,False,ZONE-013,Base navale de Pearl Harbor,High
DET-085-00217,IMG-085,satellite_085.jpg,2026-05-05T06:59:15Z,"0.20846428403782166,0.35945450947486796,0.23078680848989788,0.11199787985716338",Porte-avions,0.74,True,ZONE-013,Base navale de Pearl Harbor,High
DET-085-00218,IMG-085,satellite_085.jpg,2026-05-05T06:59:15Z,"0.551325712351104,0.17576108810409902,0.09884571632063065,0.12777730654243724",Croiseur,0.8,True,ZONE-013,Base navale de Pearl Harbor,High
DET-086-00219,IMG-086,satellite_086.jpg,2026-06-11T18:05:05Z,"0.10748849669603411,0.12706855922458785,0.22628269877156154,0.23328298185344395",Pétrolier,0.73,False,ZONE-004,Détroit de Malacca,Critical
DET-086-00220,IMG-086,satellite_086.jpg,2026-06-11T18:05:05Z,"0.0034373742936605113,0.6237666864413267,0.17459106147265993,0.11247110770854729",Sous-marin,0.83,True,ZONE-004,Détroit de Malacca,Critical
DET-086-00221,IMG-086,satellite_086.jpg,2026-06-11T18:05:05Z,"0.7350971347670829,0.6701129043484335,0.23366146790518463,0.2683259590041129",Croiseur,0.89,True,ZONE-004,Détroit de Malacca,Critical
DET-087-00222,IMG-087,satellite_087.jpg,2026-07-03T22:36:58Z,"0.10130585695889814,0.2085654838479216,0.21229038009072798,0.07965780705431597",Croiseur,0.91,True,ZONE-014,Port de Singapour,Low
DET-087-00223,IMG-087,satellite_087.jpg,2026-07-03T22:36:58Z,"0.03379304303849828,0.08255270655664448,0.28201065597322716,0.1261570715919966",Corvette,0.73,True,ZONE-014,Port de Singapour,Low
DET-088-00224,IMG-088,satellite_088.jpg,2026-02-10T17:03:44Z,"0.7357783294056279,0.5778059778290113,0.2810844285982065,0.03288936268755211",Frégate,0.97,True,ZONE-002,Base navale de Norfolk,High
DET-088-00225,IMG-088,satellite_088.jpg,2026-02-10T17:03:44Z,"0.3191471688268993,0.4834957965859208,0.27269219744228934,0.18707196994979997",Destroyer,0.79,True,ZONE-002,Base navale de Norfolk,High
DET-088-00226,IMG-088,satellite_088.jpg,2026-02-10T17:03:44Z,"0.43531635295253956,0.410490126019376,0.22427484012625393,0.29695100431079774",Cargo,0.8,False,ZONE-002,Base navale de Norfolk,High
DET-089-00227,IMG-089,satellite_089.jpg,2026-03-29T18:55:56Z,"0.5530761192585337,0.662482727288524,0.1980326736011135,0.2882790154665064",Navire civil,0.82,False,ZONE-006,Port de Rotterdam,Low
DET-089-00228,IMG-089,satellite_089.jpg,2026-03-29T18:55:56Z,"0.5520672471673165,0.6350145969440297,0.13693829488649,0.1950078488990614",Navire de soutien,0.84,False,ZONE-006,Port de Rotterdam,Low
DET-090-00229,IMG-090,satellite_090.jpg,2026-08-16T00:20:55Z,"0.21179265133215397,0.22399786438687067,0.28758809512546035,0.2321485203329295",Bâtiment de débarquement,0.71,False,ZONE-002,Base navale de Norfolk,High
DET-090-00230,IMG-090,satellite_090.jpg,2026-08-16T00:20:55Z,"0.41473349004892274,0.03738119066997703,0.0977244190507257,0.140985735583229",Cargo,0.72,False,ZONE-002,Base navale de Norfolk,High
DET-090-00231,IMG-090,satellite_090.jpg,2026-08-16T00:20:55Z,"0.4765458247099379,0.5977509305529317,0.24772650369197496,0.29683740379078655",Corvette,0.95,True,ZONE-002,Base navale de Norfolk,High
DET-090-00232,IMG-090,satellite_090.jpg,2026-08-16T00:20:55Z,"0.5743344570997965,0.21889462032697163,0.13280059863748403,0.23554651373303082",Sous-marin,0.98,True,ZONE-002,Base navale de Norfolk,High
DET-091-00233,IMG-091,satellite_091.jpg,2026-11-19T17:22:24Z,"0.7730450316484072,0.1986904968049605,0.2480544795326051,0.09954394669802102",Chalutier,0.97,False,ZONE-004,Détroit de Malacca,Critical
DET-091-00234,IMG-091,satellite_091.jpg,2026-11-19T17:22:24Z,"0.2966042565081649,0.7161286059300974,0.18490879432605267,0.1113342587312741",Bâtiment de débarquement,0.76,False,ZONE-004,Détroit de Malacca,Critical
DET-091-00235,IMG-091,satellite_091.jpg,2026-11-19T17:22:24Z,"0.10485587052551076,0.6306480908059066,0.1319720622262479,0.06294224209847384",Pétrolier,0.74,False,ZONE-004,Détroit de Malacca,Critical
DET-091-00236,IMG-091,satellite_091.jpg,2026-11-19T17:22:24Z,"0.6769883488430862,0.4679847348890591,0.20095165648028807,0.281479721430403",Destroyer,0.8,True,ZONE-004,Détroit de Malacca,Critical
DET-092-00237,IMG-092,satellite_092.jpg,2026-01-17T08:57:22Z,"0.5111244443929567,0.44337869949869635,0.033982904402605346,0.1308772462216532",Cargo,0.72,False,ZONE-011,Port de Busan,Medium
DET-093-00238,IMG-093,satellite_093.jpg,2026-08-26T03:30:21Z,"0.3441662550981172,0.6879442004805747,0.1085204698239626,0.13714964524181744",Chalutier,0.78,False,ZONE-015,Mer Baltique,Medium
DET-093-00239,IMG-093,satellite_093.jpg,2026-08-26T03:30:21Z,"0.040684317885415135,0.7860105216115326,0.03943937835935639,0.04692849369022119",Navire de guerre,0.95,True,ZONE-015,Mer Baltique,Medium
DET-095-00240,IMG-095,satellite_095.jpg,2026-10-03T00:56:44Z,"0.293208922522384,0.36483115207985845,0.11726826608248175,0.09961162088190227",Navire de soutien,0.72,False,ZONE-004,Détroit de Malacca,Critical
DET-095-00241,IMG-095,satellite_095.jpg,2026-10-03T00:56:44Z,"0.7940425021708499,0.33013717237215845,0.09003553226558528,0.046649071310351065",Croiseur,0.92,True,ZONE-004,Détroit de Malacca,Critical
DET-096-00242,IMG-096,satellite_096.jpg,2026-03-13T20:51:40Z,"0.700968714613206,0.17838683821458556,0.26663113946130074,0.13419633443185094",Croiseur,0.97,True,ZONE-005,Base navale de Rota,High
DET-097-00243,IMG-097,satellite_097.jpg,2026-10-18T19:57:16Z,"0.17078880473874858,0.3440136191217101,0.09552387614868389,0.20942872602879217",Navire de guerre,0.97,True,ZONE-006,Port de Rotterdam,Low
DET-097-00244,IMG-097,satellite_097.jpg,2026-10-18T19:57:16Z,"0.3420075605806185,0.3750381978603934,0.1026491389393471,0.07219538923412663",Navire de soutien,0.95,False,ZONE-006,Port de Rotterdam,Low
DET-097-00245,IMG-097,satellite_097.jpg,2026-10-18T19:57:16Z,"0.39253128846406987,0.3757915554949549,0.2819364162598869,0.2643901933104838",Pétrolier,0.82,False,ZONE-006,Port de Rotterdam,Low
DET-097-00246,IMG-097,satellite_097.jpg,2026-10-18T19:57:16Z,"0.31884787007304516,0.5894787502913726,0.2238722866145344,0.22007264218837122",Croiseur,0.94,True,ZONE-006,Port de Rotterdam,Low
DET-098-00247,IMG-098,satellite_098.jpg,2026-04-20T05:53:49Z,"0.7346732484447891,0.4406624961066383,0.07698022262416612,0.23817272400854614",Navire de soutien,0.78,False,ZONE-003,Port de Shanghai,Medium
DET-098-00248,IMG-098,satellite_098.jpg,2026-04-20T05:53:49Z,"0.738146295722887,0.7469940647304658,0.20130546727616025,0.16007287029441994",Bâtiment de débarquement,0.89,False,ZONE-003,Port de Shanghai,Medium
DET-098-00249,IMG-098,satellite_098.jpg,2026-04-20T05:53:49Z,"0.2620551886431494,0.0011380567833149337,0.027541199119567407,0.21955839063724558",Pétrolier,0.84,False,ZONE-003,Port de Shanghai,Medium
DET-098-00250,IMG-098,satellite_098.jpg,2026-04-20T05:53:49Z,"0.4666735355605913,0.5060548983206917,0.22594931594124026,0.14479834900471805",Navire civil,0.89,False,ZONE-003,Port de Shanghai,Medium
DET-098-00251,IMG-098,satellite_098.jpg,2026-04-20T05:53:49Z,"0.4821861953945854,0.6580260789073002,0.04467216456383861,0.2032474018792138",Cargo,0.81,False,ZONE-003,Port de Shanghai,Medium
DET-099-00252,IMG-099,satellite_099.jpg,2026-04-28T20:53:55Z,"0.5035391039487441,0.24944555504996055,0.05041607811266438,0.2440150907916329",Navire de soutien,0.8,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-099-00253,IMG-099,satellite_099.jpg,2026-04-28T20:53:55Z,"0.7824461722758872,0.1098750022666394,0.1677335758489007,0.27028958921030855",Cargo,0.86,False,ZONE-007,Mer de Chine Méridionale,Critical
DET-099-00254,IMG-099,satellite_099.jpg,2026-04-28T20:53:55Z,"0.11346491758308241,0.17915213122954407,0.23988968941328362,0.0824672622514217",Corvette,0.98,True,ZONE-007,Mer de Chine Méridionale,Critical
DET-099-00255,IMG-099,satellite_099.jpg,2026-04-28T20:53:55Z,"0.614018009602666,0.379968599802588,0.09401464720998606,0.21344296521711362",Bâtiment de débarquement,0.91,False,ZONE-007,Mer de Chine Méridionale,Critical
